,timestamp,value
0,2021-07-29 13:31:26,0.13957302824282802
1,2021-07-29 13:31:31,0.1368379751664817
2,2021-07-29 13:31:36,0.1368379751664817
3,2021-07-29 13:31:41,0.13713595233386078
4,2021-07-29 13:31:46,0.1306772725592497
5,2021-07-29 13:31:51,0.1306772725592497
6,2021-07-29 13:31:56,0.13204012325761488
7,2021-07-29 13:32:01,0.12721344025575962
8,2021-07-29 13:32:06,0.12721344025575962
9,2021-07-29 13:32:11,0.1311012981156607
10,2021-07-29 13:32:16,0.1317174766316729
11,2021-07-29 13:32:21,0.13105534561025833
12,2021-07-29 13:32:26,0.13105534561025833
13,2021-07-29 13:32:31,0.1366125494315373
14,2021-07-29 13:32:36,0.11446765516868512
15,2021-07-29 13:32:41,0.13916322563453162
16,2021-07-29 13:32:46,0.13943935594469
17,2021-07-29 13:32:51,0.13943935594469
18,2021-07-29 13:32:56,0.14059864466355732
19,2021-07-29 13:33:01,0.14059864466355732
20,2021-07-29 13:33:06,0.14059864466355732
21,2021-07-29 13:33:11,0.1445489486752483
22,2021-07-29 13:33:16,0.11049261408007365
23,2021-07-29 13:33:21,0.1305734163632498
24,2021-07-29 13:33:26,0.1305734163632498
25,2021-07-29 13:33:31,0.1305734163632498
26,2021-07-29 13:33:36,0.1305734163632498
27,2021-07-29 13:33:41,0.12116426116649832
28,2021-07-29 13:33:46,0.08417988014760108
29,2021-07-29 13:33:51,0.13420265515408147
30,2021-07-29 13:33:56,0.1438291408605986
31,2021-07-29 13:34:01,0.14148967949018323
32,2021-07-29 13:34:06,0.14148967949018323
33,2021-07-29 13:34:11,0.1414896794901832
34,2021-07-29 13:34:16,0.13935272300323465
35,2021-07-29 13:34:21,0.08976614787271937
36,2021-07-29 13:34:26,0.10092644151563175
37,2021-07-29 13:34:31,0.11930316968584156
38,2021-07-29 13:34:36,0.14022377840250405
39,2021-07-29 13:34:41,0.14022377840250405
40,2021-07-29 13:34:46,0.1394268484016474
41,2021-07-29 13:34:51,0.14050528578854585
42,2021-07-29 13:34:56,0.14050528578854585
43,2021-07-29 13:35:01,0.14385169317715693
44,2021-07-29 13:35:06,0.14385169317715693
45,2021-07-29 13:35:11,0.14233334246275195
46,2021-07-29 13:35:16,0.1392110977329911
47,2021-07-29 13:35:21,0.13921109773299106
48,2021-07-29 13:35:26,0.1393212610794774
49,2021-07-29 13:35:31,0.14012021733078336
50,2021-07-29 13:35:36,0.14012021733078336
51,2021-07-29 13:35:41,0.14075890458736268
52,2021-07-29 13:35:46,0.13993546546917854
