,timestamp,value
0,2021-07-29 13:31:26,286.528225779383
1,2021-07-29 13:31:31,286.528225779383
2,2021-07-29 13:31:36,286.528225779383
3,2021-07-29 13:31:41,269.69055199717457
4,2021-07-29 13:31:46,266.50660480076095
5,2021-07-29 13:31:51,262.33498863786986
6,2021-07-29 13:31:56,262.33498863786986
7,2021-07-29 13:32:01,262.33498863786986
8,2021-07-29 13:32:06,249.1976454547474
9,2021-07-29 13:32:11,249.1976454547474
10,2021-07-29 13:32:16,249.1976454547474
11,2021-07-29 13:32:21,220.32547397463202
12,2021-07-29 13:32:26,269.02497229224616
13,2021-07-29 13:32:31,269.02497229224616
14,2021-07-29 13:32:36,222.15484378621932
15,2021-07-29 13:32:41,276.13048687017624
16,2021-07-29 13:32:46,276.13048687017624
17,2021-07-29 13:32:51,280.2709481533096
18,2021-07-29 13:32:56,280.2709481533096
19,2021-07-29 13:33:01,278.145098024436
20,2021-07-29 13:33:06,274.39158062686926
21,2021-07-29 13:33:11,274.39158062686926
22,2021-07-29 13:33:16,274.39158062686926
23,2021-07-29 13:33:21,272.606635955316
24,2021-07-29 13:33:26,272.606635955316
25,2021-07-29 13:33:31,272.606635955316
26,2021-07-29 13:33:36,276.97614895841514
27,2021-07-29 13:33:41,278.64467981518254
28,2021-07-29 13:33:46,278.64467981518254
29,2021-07-29 13:33:51,274.65652598713183
30,2021-07-29 13:33:56,274.65652598713183
31,2021-07-29 13:34:01,276.5264388550392
32,2021-07-29 13:34:06,276.5264388550392
33,2021-07-29 13:34:11,216.55591962184775
34,2021-07-29 13:34:16,272.7855165197114
35,2021-07-29 13:34:21,267.5024904959521
36,2021-07-29 13:34:26,270.3143692355189
37,2021-07-29 13:34:31,270.3143692355189
38,2021-07-29 13:34:36,271.83323069495907
39,2021-07-29 13:34:41,279.36428096445917
40,2021-07-29 13:34:46,279.36428096445917
41,2021-07-29 13:34:51,214.54750806652194
42,2021-07-29 13:34:56,183.7921142578125
43,2021-07-29 13:35:01,285.27918692064213
44,2021-07-29 13:35:06,285.27918692064213
45,2021-07-29 13:35:11,278.71674056732775
46,2021-07-29 13:35:16,278.0421500839089
47,2021-07-29 13:35:21,277.91070559012934
48,2021-07-29 13:35:26,271.30397134788797
49,2021-07-29 13:35:31,271.30397134788797
50,2021-07-29 13:35:36,277.36666553693715
51,2021-07-29 13:35:41,230.30308955319182
52,2021-07-29 13:35:46,276.75393050584347
53,2021-07-29 13:35:51,285.0265228301869
54,2021-07-29 13:35:56,285.0265228301869
55,2021-07-29 13:36:01,291.3504666893178
56,2021-07-29 13:36:06,291.3504666893178
57,2021-07-29 13:36:11,294.8321377292988
58,2021-07-29 13:36:16,252.69161648801804
59,2021-07-29 13:36:21,285.07642219236254
60,2021-07-29 13:36:26,285.07642219236254
61,2021-07-29 13:36:31,287.54946560477015
62,2021-07-29 13:36:36,280.88262497497055
63,2021-07-29 13:36:41,280.88262497497055
64,2021-07-29 13:36:46,234.33491241002125
65,2021-07-29 13:36:51,279.6390881119475
66,2021-07-29 13:36:56,279.6390881119475
67,2021-07-29 13:37:01,285.3780970880044
68,2021-07-29 13:37:06,227.19544846878298
69,2021-07-29 13:37:11,203.41394037811594
70,2021-07-29 13:37:16,283.49580782539255
71,2021-07-29 13:37:21,279.8423494788287
72,2021-07-29 13:37:26,283.4777288975194
73,2021-07-29 13:37:31,286.03863634919423
74,2021-07-29 13:37:36,286.03863634919423
75,2021-07-29 13:37:41,290.00908769004593
76,2021-07-29 13:37:46,290.00908769004593
77,2021-07-29 13:37:51,223.84620149769634
78,2021-07-29 13:37:56,244.57555371693118
79,2021-07-29 13:38:01,291.73925645738495
80,2021-07-29 13:38:06,291.73925645738495
81,2021-07-29 13:38:11,240.5349650149964
82,2021-07-29 13:38:16,284.8401153676278
83,2021-07-29 13:38:21,284.8401153676278
84,2021-07-29 13:38:26,282.64920331214597
85,2021-07-29 13:38:31,282.64920331214597
86,2021-07-29 13:38:36,282.64920331214597
87,2021-07-29 13:38:41,284.11775364498124
88,2021-07-29 13:38:46,277.9872890792019
89,2021-07-29 13:38:51,277.9872890792019
90,2021-07-29 13:38:56,278.6967271676093
91,2021-07-29 13:39:01,230.21278653135084
92,2021-07-29 13:39:06,284.3830577008488
93,2021-07-29 13:39:11,284.3830577008488
94,2021-07-29 13:39:16,280.95469625361875
95,2021-07-29 13:39:21,286.47034920302013
96,2021-07-29 13:39:26,296.0873595859712
97,2021-07-29 13:39:31,296.0873595859712
98,2021-07-29 13:39:36,294.24122007167546
99,2021-07-29 13:39:41,294.24122007167546
100,2021-07-29 13:39:46,294.675015878639
101,2021-07-29 13:39:51,283.9234899908109
102,2021-07-29 13:39:56,283.9234899908109
103,2021-07-29 13:40:01,283.9234899908108
104,2021-07-29 13:40:06,259.1842341842478
105,2021-07-29 13:40:11,259.1842341842478
106,2021-07-29 13:40:16,259.1842341842478
107,2021-07-29 13:40:21,235.9906344323514
108,2021-07-29 13:40:26,235.9906344323514
109,2021-07-29 13:40:31,235.9906344323514
110,2021-07-29 13:40:36,235.18333922290645
111,2021-07-29 13:40:41,235.18333922290645
112,2021-07-29 13:40:46,235.18333922290645
113,2021-07-29 13:40:51,250.83159381779873
114,2021-07-29 13:40:56,250.83159381779873
115,2021-07-29 13:41:01,250.83159381779873
116,2021-07-29 13:41:06,266.8234160193307
117,2021-07-29 13:41:11,271.2224487166079
118,2021-07-29 13:41:16,271.2224487166079
119,2021-07-29 13:41:21,270.7288505530911
120,2021-07-29 13:41:26,271.54913388899337
