timestamp,front-end_carts,orders_carts,front-end_catalogue,istio-ingressgateway_front-end,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,carts_unknown,orders_unknown,user_unknown,user_user-db
2021-07-29 13:31:26,93.05755395683454,24.681697612732094,44.77695167286245,713.5535307517084,651.6064257028112,3.7985347985347984,4.306382978723404,40.48192771084338,9.94486560992419,250.43433333333334,465.6904666666667,7.337266666666666,2.3061074809974667,0.0,0.0,0.0,0.0,612.3905333333333
2021-07-29 13:31:31,93.05755395683454,24.681697612732094,44.77695167286245,713.5535307517084,651.6064257028112,3.7985347985347984,4.306382978723404,40.48192771084338,9.94486560992419,256.5391955084633,465.6904666666667,7.337266666666666,15.862853740498732,0.0,0.0,0.0,0.0,612.3905333333333
2021-07-29 13:31:36,93.05755395683454,20.073726541554958,44.77695167286245,713.5535307517084,651.6064257028112,3.9419642857142856,4.070807453416149,40.48192771084338,12.225433526011562,258.57414956683994,437.0980666666667,6.617688888888889,20.38176916033249,0.0,0.0,0.0,0.0,612.172
2021-07-29 13:31:41,44.791666666666664,20.073726541554958,25.1744923857868,573.1132075471698,4041.666666666666,3.9419642857142856,4.070807453416149,23.591511936339522,12.225433526011562,259.5916265960283,422.8018666666667,6.2579,22.641226870249366,0.0,0.0,0.0,0.0,612.0627333333334
2021-07-29 13:31:46,44.791666666666664,20.073726541554958,25.1744923857868,573.1132075471698,4041.666666666666,3.9419642857142856,4.070807453416149,23.591511936339522,12.225433526011562,247.1331887358062,414.2241466666666,6.042026666666667,30.905808162866162,0.0,0.0,0.0,0.0,611.9971733333334
2021-07-29 13:31:51,44.791666666666664,12.855769230769228,25.1744923857868,573.1132075471698,4041.666666666666,4.111111111111111,4.700000000000001,23.591511936339522,10.756513026052104,238.82756349565818,404.5835555555556,5.830566666666667,36.415529024610684,0.0,0.0,0.0,0.0,589.6137222222222
2021-07-29 13:31:56,36.58854166666667,12.855769230769228,22.396519285042334,193.04511278195488,5433.070866141732,4.111111111111111,4.700000000000001,20.632530120481928,10.756513026052104,232.89497403840957,397.697419047619,5.679523809523809,40.35104392585678,0.0,0.0,0.0,0.0,573.6255428571429
2021-07-29 13:32:01,36.58854166666667,12.855769230769228,22.396519285042334,193.04511278195488,5433.070866141732,4.111111111111111,4.700000000000001,20.632530120481928,10.756513026052104,232.1153606169417,392.5328166666667,5.5662416666666665,42.70861343512468,6.666666666666667e-05,0.0,0.0,0.0,561.6344083333333
2021-07-29 13:32:06,36.58854166666667,15.54939516129032,22.396519285042334,193.04511278195488,5433.070866141732,3.8012295081967205,4.415384615384616,20.632530120481928,8.67147435897436,231.50899462246673,394.39112592592596,5.517829629629629,44.542278608999716,0.00011851851851851852,0.0,0.0,0.0,556.2622740740741
2021-07-29 13:32:11,74.23076923076923,15.54939516129032,34.037345902828136,446.80511182108626,3121.6216216216217,3.8012295081967205,4.415384615384616,30.461538461538463,8.67147435897436,231.02390182688669,395.8777733333333,5.479100000000001,46.00921074809975,0.00016,0.0,0.0,0.0,551.9645666666668
